Expr1000,ITEMDESCRIPTION,ITEMUNITE,ITEMSPECIFICATIONNO,ITEMBASICRATE,LABOURRATE
I No:46-14 / Pg No:296,"Removing brick bat coba including stacking the spoils as directed with all leads, lifts etc. complete.",Cu.Mt.,As directed by Engineer in charge.,633,633
I No:46-15 / Pg No:296,"Removing doors and windows with frames and stacking the materials as directed with all leads, lifts etc. complete.",No.,As directed by Engineer in charge.,156,156
I No:46-16 / Pg No:296,Removing ventilators and small windows with frame and stacking the materials with all leads lifts etc. complete.,No.,As directed by Engineer in charge.,132,132
I No:46-17 / Pg No:296,"Removing wooden or A.C. partition including frame work and stack-ing the materials as with all leads, lifts etc. complete.",Sq.Mt.,As directed by Engineer in charge.,40,40
I No:46-18 / Pg No:297,"Removing teak wood trellies work with frame including stacking the materials as directed with all leads, lifts etc. complete.",Sq.Mt.,As directed by Engineer in charge.,33,33
I No:46-19 / Pg No:297,"Removing cement tiles, or marble or polished shahabad floor or dado without bed concrete including stacking the materials as directed with all leads, lifts etc. complete.",Sq.Mt.,As directed by Engineer in charge,45,45
I No:46-20 / Pg No:297,"This Item is DELETED - Removing Shahabad or Tabdur stones from floor without bed concrete including stacking the materials as directed with all leads, lifts etc. complete.",Sq.Mt.,As directed by Engineer in charge.,0,0
I No:46-21 / Pg No:297,"Dismantling wooden floor including beams and joists, stacking the materials as directed with all leads, lifts etc. complete.",Sq.Mt.,As directed by Engineer in charge.,37,37
I No:46-22 / Pg No:297,"This Item is DELETED -Removing cement or lime plaster including disposing of the spoils as directed with all leads, lifts etc. complete.",Sq.Mt.,As directed by Engineer in charge.,0,0
I No:46-23 / Pg No:297,"Removing mud plaster including disposing of the spoils as direct-ed with all leads, lifts etc. complete.",Sq.Mt.,As directed by Engineer in charge.,15,15
I No:46-24 / Pg No:297,"Removing wire fencing with wooden post and stacking the material with all leads, lifts etc. complete.",R.Mt.,As directed by Engineer in charge.,50,50
I No:46-25 / Pg No:297,"Removing wire fencing with iron/C.C. fencing posts and stacking the materials as directed with all leads, lifts  etc. complete.",R.Mt.,As directed by Engineer in charge.,67,67
I No:46-26 / Pg No:297,Removing iron pipe railing having wooden R.C.C. or C.C. or iron posts and stacking the materials as directed etc. complete.,R.Mt.,As directed by Engineer in charge.,69,69
I No:46-27 / Pg No:297,"Removing earthen, stoneware pipes and stacking them as directed with all leads, lifts etc. complete.",R.Mt.,As directed by Engineer in charge.,22,22
I No:46-28 / Pg No:297,"Removing cast iron or wrought iron or A.C. pipe and stacking them as directed with all leads, lifts etc. complete.",R.Mt.,As directed by Engineer in charge.,22,22
I No:46-29 / Pg No:297,Dismantling the R.C.C. work 1:2:4 and sorting out the materials such as steel etc. as directed and stacking them within the specified lead as directed etc. complete.,Cu.Mt.,As directed by Engineer in charge.,1451,1451
I No:46-30 / Pg No:297,Removing Np-2 and Np-3 class pipes including stacking at road side as directed by the Engineer in charge. Upto 900mm dia. etc. complete.,R.Mt.,As directed by Engineer in charge.,236,99
I No:46-31 / Pg No:297,Removing Np-2 and Np-3 class pipes including stacking at road side as directed by the Engineer in charge.  900mm dia. and above. etc. complete.,R.Mt.,As directed by Engineer in charge.,310,174
I No:46-32 / Pg No:297,Removing single country tiled roof with battens and stacking the materials as directed with all leads and lifts etc. complete.,Sq.Mt.,As directed by Engineer in charge.,71,71
I No:46-33 / Pg No:297,Removing battens from roof and stacking them as directed with all leads and lifts etc. complete.,R.Mt.,As directed by Engineer in charge.,9,9
I No:46-34 / Pg No:297,Removing matting from roof and stacking as directed with all leads and lifts etc. complete.,Sq.Mt.,As directed by Engineer in charge.,20,20
I No:46-35 / Pg No:298,"Removing purlins from roof including stacking as directed with all leads, lifts, etc. complete.",R.Mt.,As directed by Engineer in charge.,21,21
I No:46-36 / Pg No:298,"Removing rafters from roof including the materials as directed with all leads, lifts, etc. complete.",R.Mt.,As directed by Engineer in charge.,21,21
I No:46-37 / Pg No:298,"Removing cloth partition with frame work and stacking the materials as directed with all leads, lifts etc. complete.",Sq.Mt.,As directed by Engineer in charge.,18,18
I No:46-38 / Pg No:298,Providing and fixing Jute Kanthan (Tarat) screen to the scaffold-ing for external guniting as directed including removing the same after the work is over etc. complete.,Sq.Mt.,As directed by Engineer in charge,68,19
I No:46-39 / Pg No:298,Providing and erecting chain link fencing 1.6 M. height with G.I. chain link of size 50 x 50 mm 8 guage thick and fixed 75 mm above Ground level  on vertical M.S Angle of 40 x 40 x 6 mm size including excavating pits for foundation  and embedded in C.C. block of 1:4:8 mix of size 450 x 450 x 670 mm. at 1.75 M.c/c with iron bar 16 mm dia as hold fast including welding link with angle frame at 30 cm c/c with  nuts and bolts and horizontal M.S. Angles at top and bottom of 25 x 25 x 5 mm size and vertical M.S. flat 35 x 5 mm and 25 x 5 mm horizontal including cross support of 40 x 40 x 6 mm Angles both sides at every corner or bends embedded in concrete blocks of 1:4:8 of size 450 x 450 x 670 mm including 3 coats of oil painting etc. complete.,R.Mt.,As directed by Engineer in charge.,2539,329
I No:46-40 / Pg No:298,Removing Urinal Pans or Wash hand basin with frame including disconnecting the sanitary and water supply connections. removing the same carefully and stacking the serviceable materials as and where directed including throwing the unserviceable materials out side etc. complete.,No.,As directed by Engineer in charge.,96,96
I No:46-41 / Pg No:298,"Removing W.C. Pan including disconnecting the sanitary and water supply connections, removing and breaking flooring and bed con-crete around pan removing the same carefully and stacking the service-able materials as and where directed including  throwing the unserviceable materials out side etc. complete.",No.,As directed by En-gineer in charge.,207,207
I No:46-42 / Pg No:299,"Providing and fixing double scaffolding system (cup lock type) on the exterior side of building/structure, including additional rows of scaffolding in stepped manner as per requirement of site, made with 40mm dia M.S. tube, placed 1.5 metre centre to centre, horizontal & vertical tubes joint with cup & lock system with M.S. Tubes, M.S. tube challis, M.S. clamps and staircase system in the scaffolding for working platform etc. and maintaining it in a serviceable condition for execution of work of cleaning and/ or pointing and/ or applying chemical and removing it thereafter. The scaffolding system shall be stiffened with bracings, runners, connecting with the building etc, wherever required, if feasible, for inspection of work at required locations with essential safety features for the workmen etc., complete as per directions and approval of Engineer-in-charge. Note:- (1) The elevational area of the scaffolding shall be measured for payment purpose. (2) The payment will be made once only for execution of all items for such works.",No.,As directed by Engineer in charge.,279,279
I No:46-43 / Pg No:299,"Removing Manglore tiled roof and ridge tiles with battens, ridge and barge boards, eaves 8 A boards etc. and stacking the materials as directed with all leads and lifts complete. Including removing wood work below etc. complete.",Sq.Mt.,As directed by Engineer in charge.,115,115
I No:46-44 / Pg No:299,"Providing and erecting 1.5 metre high wire fencing with seven rows of barbed wire supported on M.S. Angles (50 mm x 50 mm x 6mm) at 2.5 Metres, centre to centre including excavating pits for foundation, fixing post in cement concrete of size 45 x 45 x 45 cm., fastening the wire and painting the M.S. Angles with one coat of red lead primer and two coats of painting etc. complete.",R.Mt.,Bd.W.3 Page No. 583,838,227
I No:46-45 / Pg No:299,"Providing and Erecting 1.5 Metre high wire fencing with seven rows of barbed wire supported on precast poles of specified size at 2.5 M. C / C including excavating pits for foundation, fixing posts in cement concrete 1:4:8 block of concrete of size 45 x 45 x 45 cm. fastening the wire and
coal tarring wooden post in two coats etc. complete.",R.Mt.,Bd.W.4 Page No. 583,796,227
I No:46-46 / Pg No:299,Replacement of damaged alluminium Butt Hinges of 125 mm of approved quality and make to door shutter including removing existing the same in original position making proper adjustment for smooth operation etc. complete as per sample approved by Engineer incharge.,No.,As directed by Engineer in charge.,295,98
I No:46-47 / Pg No:299,"Replacement of damaged Mortise Lock of approved quality and make to door shutter including Removing and Refixing with Necessary screw, making proper adjustment for smooth operation etc. complete as per sample approved by Engineer in-chareg.",No.,As directed by Engineer in charge.,1236,123
I No:46-48 / Pg No:300,Replacement of damaged Aldrop 300 mm Chromium plated of approved quality and make to door shutter including removing existing the same in original position making proper adjustment for smooth operation etc. complete as per sample approved by Engineer in-charge.,No.,As directed by Engineer in charge.,375,51
I No:46-49 / Pg No:300,Replacement of damaged Aldrop 300 mm Iron Oxidised of approved quality and make to door shutter including removing existing the same in original position making proper adjustment for smooth operation etc. complete as per sample approved by Engineer in-charge.,No.,As directed by Engineer in charge.,322,51
I No:46-50 / Pg No:300,"Replacement of damaged Tower Bolt 300 mm Chromium plated of approved quality and make to door/window shutter including removing existing the same in original position making proper adjustment for smooth operation etc. complete as per sample
approved by Engineer in-charge.",No.,As directed by Engineer in charge.,190,26
I No:46-51 / Pg No:300,"Replacement of damaged Alluminium Handle 125 mm of approved quality and make to door/window shutter including removing existing the same in original position making proper adjustment for smooth operation etc. complete as per sample approved by Engineer in-
charge.",No.,As directed by Engineer in charge.,178,51
I No:46-52 / Pg No:300,"Replacement of damaged Lock of approved quality and make to cupboard and doorwer including Removing and Refixing with necessary screw, making proper adjustment for smooth operation etc. complete as per sample approved by Engineer in-charge.",No.,As directed by Engineer in charge.,247,26
I No:46-53 / Pg No:300,Removing chockes and leakages from down take G.I/CI/PVC pipe line on walls floor level by using zoola / scaffolding and rectify the same for functioning with all lifts etc. complete.,No.,As directed by Engineer in charge.,313,313
I No:46-54 / Pg No:300,Manualy clearing the chockes from under ground drainage line including Inspection chambers with the help of required tools for propre functioning line chamber to chamber etc. complete.,R.Mt.,As directed by Engineer in charge.,49,49
I No:46-55 / Pg No:300,"Manualy clearing by removeing the chockes from Nahni Trap, Gully Trap, Wash basin unit, Sink and WC with the help of required tools for proper functioning the same etc. complete.",No.,As directed by Engineer in charge.,186,186
I No:46-56 / Pg No:300,Filling tiles joint portion of flooring and dado filling with white cement by removing existing loose morter/ cement slurry from joint with tools and finish with washing cleaning and curing etc. complete.,Sq.Mt.,As directed by Engineer in charge.,239,195
I No:46-57 / Pg No:300,"Providing and fixing 6 mm thick commercial plywood with jungle wood frame work of 50 x 35 mm size at 60 cm on both ways for closing the window portion/openings for protection from falling debris, dust etc. including cutting, fixing with nails and removing after the same after completion of the work. (To be used after approval of
Superintending Engineer)",Sq.Mt.,As directed by Engineer in charge.,1048,217
I No:46-58 / Pg No:301,"Removal of plants / ficus grown by pulling out root system embedded in masnory, cutting stem and application of high/gur/lime formulation as specified by the Architect or other patented chemical biocide treatment such as biocide 'Glycel' (iso proplamine salt of glyphosate) or other chemical as specified by the Engineer in charge etc. complete.",No.,As directed by Engineer in charge.,228,82
I No:46-59 / Pg No:301,"Lowering down the debris obtained from breaking and removing the cement plaster / burnt brick masonry of the first floor by any means without causing dust nuisance and damage to structure, stacking the same as and where directed including cleaning the site complete.",Cu.Mt.,As directed by Engineer in charge.,752,752
I No:47-01 / Pg No:302,"Providing & Applying Chemical for cleaning the exposed steel structure, TMT bars, etc. of structure by grinding the surface by grinder machine, wire brush, removing existing corrosion from the metal also removing loose particles, of the area by water jet, (using other mechanical / manual means) and apply on prepared surface of DuraGuard- Dimple Chemicals as corrosion preventive coat on prepared TMT bars, steel structure,metal surface etc. to protect it from corrosion etc. as per manufacturer's specification ( using other manual / mechinical means) after that  Providing and applying high  abrasive resistant, self curing, UV resistant,impermeable ,high strength, non shrink, Poly Ironite Ceramic Cementatious (PICC)  Dimple Chemicals repair mortar resurfacing on concrete surface of thickness up to 10 mm  including   breaking honey comb area,  (using manual/mechanical means) , clean the concrete surface with special chemical clonon   Dimple Chemicals with pressure water jet for removing of algae fungi, apply bond coat Kelox  water misible epoxy Dimple Chemicals before PICC application  with all leads and lifts, Material, Machinery, labour, scaffolding, etc. complete as per specification and as directed by engineer-in-charge.",Sq.Mt.,As directed by En-gineer in charge.,3891,551
I No:47-02 / Pg No:302,"Providing and grouting the holes by Poly Ceramic Cementitious i.e NicGrout G 06 + 53 grade cement material of Dimple Chemicals as per requirement to reduce the porosity of concrete / Masonry structure and to increase the strength of structure using grouting pipes , grouting m/c, mixer etc and all relevant safety with all leads and lifts, material, machinery, labour, etc. Complete as per specification and as directed by Engineer-in-Charge.",Kg.,As directed by En-gineer in charge.,80,31
I No:47-03 / Pg No:302,"Providing and applying high abrasive resistant, UV resistant, impermeable ,self curing,high strength, non shrink, Poly Ironite Ceramic Cementatious (PICC) repair mortar for water proofing on concrete surface with thickness up to 5 mm, , apply bond coat Kelox Water Misible epoxy Dimple Chemicals before PICC application (using manual/mechanical means) and Providing and Applying PCC up to 50 mm thickness for desire slope to drain the water and kept ponded for continuous period of 3 days to detect any seepage / leakage/ dampness if any, the surface then shall be cleared, complete as per specification including cost of all materials, machinery, labour, insurance charges as directed by the Engineer in charge.",Sq.Mt.,As directed by En-gineer in charge.,1527,187
